plotID,county_region,county,own_land,community_land,government_land,mosque_church_land,school_land,other_land,crops,croplist,species_name,plant_date,number_planted,number_survived,woodlot,internal_boundary,external_boundary,garden,crop_field,pasture_grassland,fallow_bushland,mgt_prunning,mgt_fencing,mgt_weeding,mgt_watering,mgt_organic_fertilizer,Hectare
12265,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,banana,Carca papaya,2018-03-01,4,2,no,no,no,yes,no,no,no,no,no,yes,no,yes,0.056005101075829
13994,Eastern,Kayonza,yes,no,no,no,no,"",Yes,irish potatoes and banana,grevillea robusta,2018-06-01,18,15,no,no,yes,no,no,no,no,no,no,yes,no,yes,0.116884488957311
24411,Eastern,Nyagatare,yes,no,no,no,no,"",No,"",Eucalptus Microcorus,2018-10-01,4542,0,yes,no,no,no,no,no,no,yes,no,yes,no,no,0.356652070819984
36230,Eastern,Bugesera,yes,no,no,no,no,"",No,"",eucalyptus,2018-11-01,15000,12000,yes,no,no,no,no,no,no,yes,no,no,no,no,0.418526336698861
2689,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,"",geveriya,2018-10-01,15,6,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,0.0122877327986056
16685,Eastern,Kayonza,yes,no,no,no,no,"",Yes,"ibigori, intsina amasaka",senna siamea,2018-11-01,30,12,no,no,no,no,yes,no,no,no,no,yes,no,yes,0.560508481138161
9590,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,banana,grevillea robusta,2018-11-01,5,3,no,no,yes,no,no,no,no,yes,no,no,no,no,0.0291278250751151
33912,Eastern,Bugesera,yes,no,no,no,no,"",No,"",grevellea,2018-10-01,7,4,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,0.0123632553425315
9166,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,banana trees,solanum betaseum,2018-11-01,4,2,no,no,no,no,yes,no,no,yes,no,yes,no,no,0.034256204510481
33772,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"sunflower, banana and Maize",ibinyomoro,2018-10-01,5,5,yes,no,no,no,yes,no,no,no,no,no,no,yes,0.032780101888066
3926,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,Bean,GrevelleaRobusta,2018-10-01,15,10,no,no,yes,no,no,no,no,no,no,yes,no,no,0.0438007515155239
25475,Eastern,Bugesera,yes,no,no,no,no,"",Yes,banana trees,Carica papaya,2018-10-01,5,2,no,yes,no,no,yes,no,no,no,yes,yes,no,no,0.0652365525561984
20471,Eastern,Kayonza,yes,no,no,no,no,"",Yes,Cassava,Gereveriya,2018-11-01,30,18,no,no,yes,no,no,no,no,no,no,yes,no,yes,0.128311811992269
32763,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"Urutocyi, amateke",Ibinyomoro,2018-10-01,5,3,no,no,no,yes,no,no,no,no,no,yes,no,no,0.022678779860998
3514,Eastern,Bugesera,yes,no,no,no,no,"",Yes,beans,eucalyptus m,2018-09-01,25,17,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,0.00830938022557709
25619,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"Bananas,Maize",Soatodeya,2018-11-01,5,3,no,no,yes,no,no,no,no,no,no,no,no,yes,0.00597474188892009
9647,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,Bananas,Grevelia Robusta,2018-10-01,10,1,no,no,no,yes,no,no,no,yes,no,yes,no,no,0.118874853210922
5051,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,carrot and cabbage,Grevilea robusta,2018-11-01,10,7,no,no,no,yes,no,no,no,no,no,yes,no,yes,0.0169580761183882
27313,Eastern,Bugesera,yes,no,no,no,no,"",Yes,beansand maize,calica papaya,2018-10-01,30,20,no,no,no,no,yes,no,no,no,no,no,no,no,0.14165859839038
21787,Eastern,Kayonza,yes,no,no,no,no,"",Yes,"",Grevellia robust,2018-10-01,40,27,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,0.0717974951308332
15460,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,Maize,Eucalyptus spp,2018-05-01,30,30,yes,no,no,no,no,no,no,no,no,yes,no,no,0.392607801481476
12083,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"Soja beans  , coffee and Maize",Grevillea Robusta/ Gereveliya,2018-11-01,5,3,no,yes,yes,no,no,no,no,no,no,yes,no,yes,0.0259700243735661
36357,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,beans,grevellia Robusta,2018-11-01,60,45,no,no,yes,no,yes,no,no,no,no,yes,no,no,0.0820314241629499
33637,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"Beans,Maize",Spatodeya,2018-12-01,4,3,no,yes,no,no,no,no,no,no,no,no,no,yes,0.04978948761988
15857,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"Cassava, Banana Plantation  and Sorghum.",Glevillea Robusta,2018-10-01,30,27,no,no,yes,no,no,no,no,yes,no,yes,no,no,1.70147459740521
11522,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"Beans,maize ,banana and cassava",grevellia robusta,2018-10-01,100,40,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,0.550265072955793
22476,Eastern,Kayonza,yes,no,no,no,no,"",Yes,"Bananas, cassava",Grevelia robusta,2018-09-01,30,14,no,no,no,no,yes,no,no,yes,no,yes,no,no,0.136992680416339
16998,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,beans,Grevellia Robusta,2018-11-01,6,4,no,no,yes,no,yes,no,no,yes,no,yes,no,no,0.0493910624205845
15417,Eastern,Kicukiro,no,no,no,no,yes,"",Yes,beans,grevellia robusta,2017-03-01,8,1,no,no,yes,no,no,no,no,yes,no,no,no,no,0.0305443823863237
27702,Eastern,Kayonza,yes,no,no,no,no,"",Yes,"Cassava, beans",Senna spectabilis,2018-11-01,20,15,no,no,yes,no,no,no,no,yes,no,yes,no,no,0.833378166575109
6316,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,"Beans, bananas",Grevelia Robusta,2018-10-01,10,5,no,no,no,yes,no,no,no,yes,no,yes,no,no,0.0297368350249274
33117,Eastern,Kayonza,yes,no,no,no,no,"",Yes,sorghum,Gleveria robusta,2018-09-01,3,3,no,no,no,yes,no,no,no,no,no,yes,no,yes,0.0323344955104542
18144,Eastern,Bugesera,yes,no,no,no,no,"",No,"",eucalyptus,2018-11-01,300,130,yes,no,no,no,no,no,no,yes,no,yes,no,no,0.0916068951867855
12065,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,maize,Carica Papaya,2018-12-01,3,3,no,no,no,yes,no,no,no,no,no,yes,yes,no,0.0318418890517775
33482,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"ibigori,",Grevillea rubusta,2018-11-01,30,8,no,yes,yes,no,no,no,no,yes,no,yes,no,no,0.112693950309554
31830,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"Dodo, Napkins",Carica Papaya,2018-11-01,3,2,no,no,no,yes,no,no,no,no,no,yes,no,yes,0.0100582380622244
3047,Eastern,Bugesera,yes,no,no,no,no,"",No,"",Eucalyptus spp,2018-11-01,50,42,yes,no,no,no,no,no,no,no,no,yes,no,no,0.0136950392148226
29986,Eastern,Kayonza,yes,no,no,no,no,"",Yes,banana and maize,Acasia spp,2018-11-01,100,37,no,no,yes,no,no,no,no,yes,no,yes,no,no,0.760046685072733
11600,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"insina, amateke",Grevillea rubusta,2018-11-01,120,30,no,yes,yes,no,no,no,no,yes,no,yes,no,no,0.384088920363627
14805,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,coffee,glevirrea robusta,2018-11-01,10,8,no,no,yes,no,yes,no,no,yes,no,yes,no,no,0.0251959129664381
19550,Eastern,Bugesera,yes,no,no,no,no,"",Yes,Sweet potato,Grevillea robusta,2018-10-01,5,3,no,no,yes,no,no,no,no,yes,no,yes,no,no,0.170930140275193
15765,Eastern,Kayonza,yes,no,no,no,no,"",Yes,banana,kasiya,2018-12-01,8,4,no,no,yes,no,no,no,no,no,no,yes,no,yes,0.141286140986254
28582,Eastern,Kayonza,yes,no,no,no,no,"",Yes,coffee,glevirrea robusta,2018-10-01,30,23,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,0.0975569868319893
17746,Eastern,Kayonza,yes,no,no,no,no,"",Yes,Sweat Potatoes,Grevillea Robusta,2018-10-01,5,3,no,no,no,no,yes,no,no,no,no,no,yes,yes,0.0392486811181286
25417,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,Banana,Grevillea Robusta,2018-11-01,20,15,no,no,yes,no,no,no,no,yes,no,yes,no,yes,0.223817405185567
10376,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"",grevellea robusta,2018-11-01,200,170,no,no,yes,no,no,no,no,no,no,no,no,no,0.229157922693493
20539,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,Maize,Grevillea robusta,2018-10-01,100,60,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,0.51957989019676
30494,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"Banana,coffee and pataoes",Grevillea Robusta/Gereveliya,2018-11-01,10,6,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,0.0241542305462876
9737,Eastern,Bugesera,yes,no,no,no,no,"",Yes,coffee,Grevellia,2018-09-01,30,9,no,no,yes,no,no,no,no,no,no,no,yes,no,0.0593846337459713
16967,Eastern,Kayonza,yes,no,no,no,no,"",Yes,"sorghum,beans,maize",glevirrea robusta,2018-11-01,30,25,no,no,yes,no,yes,no,no,no,no,yes,no,yes,0.165326168890139
35649,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,Maize and Bananas,Grevillea Robusta/Gereveliya,2018-11-01,15,8,no,yes,no,no,no,no,no,yes,no,yes,no,no,0.0202976551696585
15723,Eastern,Kayonza,yes,no,no,no,no,"",Yes,banana,Grevellea rubusta,2018-10-01,15,13,no,no,yes,no,no,no,no,no,no,yes,no,yes,0.0747351785681736
26661,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,banana,Croton megalocarpus,2018-10-01,2,2,no,no,yes,yes,no,no,no,yes,no,yes,no,no,0.0219086490748876
27286,Eastern,Bugesera,yes,no,no,no,no,"",Yes,banana,mango,2018-09-01,5,4,no,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,0.0161527486495396
7360,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,"Cassava, Beans, Maize, Sorghum",Grevellea Robusta,2018-10-01,10,10,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,0.0696666045278565
19229,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,bananas and maize,grevillea robusta,2018-11-01,20,16,no,no,yes,no,no,no,no,yes,no,yes,no,no,0.0634687208197473
6852,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,maize banana,Grevillea robusta,2018-11-01,5,3,no,no,no,yes,no,no,no,yes,no,no,no,no,0.0138455850998731
2608,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"Beans,maize",Grevillea robusta,2018-11-01,20,7,no,no,yes,no,no,no,no,yes,no,yes,no,no,0.0138217311743531
28995,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,banana,Grevillea robusta,2018-11-01,5,3,no,no,yes,no,no,no,no,yes,no,yes,no,yes,0.027507208173306
19955,Eastern,Kayonza,yes,no,no,no,no,"",Yes,"maize, beans, cassava trees",senna spectabilis,2018-11-01,23,19,no,no,yes,no,yes,no,no,yes,no,yes,no,no,0.120789217196943
28006,Eastern,Kayonza,yes,no,no,no,no,"",Yes,cassava and maize,Grevillea robusta,2018-12-01,20,8,no,yes,yes,no,no,no,no,yes,no,no,no,yes,0.120104274800811
7677,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,maize,Grevellia robusta,2018-11-01,5,5,no,no,no,no,yes,no,no,yes,no,yes,no,yes,0.0879300582413439
110,Eastern,Bugesera,yes,no,no,no,no,"",Yes,Beans,Grevelia Robusta,2018-10-01,20,9,no,no,yes,no,no,no,no,yes,no,yes,no,no,0.087424322773499
2309,Eastern,Kayonza,yes,no,no,no,no,"",Yes,banana,carica papaya,2018-11-01,20,12,no,no,no,no,yes,no,no,no,no,yes,yes,yes,0.215821955526696
37261,Eastern,Bugesera,yes,no,no,no,no,"",No,"",Eucalyptus camaldulensis,2018-11-01,400,350,yes,no,no,no,no,no,no,yes,no,yes,no,no,0.0922823591367785
4881,Eastern,Kayonza,yes,no,no,no,no,"",Yes,Sorghum,Grevillea robusta,2018-11-01,50,45,no,yes,yes,no,no,no,no,yes,no,yes,no,no,1.12597717018074
30633,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,banana tree,Maesopsis,2018-09-01,1,1,no,no,no,yes,no,no,no,no,no,no,no,no,0.0521461577324148
26096,Eastern,Kayonza,yes,no,no,no,no,"",Yes,"",Grevellia robusta,2018-11-01,20,14,no,no,no,yes,no,no,no,no,no,yes,no,yes,0.0306705672117948
21206,Eastern,Bugesera,yes,no,no,no,no,"",No,"",Calica papaya,2018-10-01,6,1,no,no,no,yes,no,no,no,no,no,no,no,no,0.0587507133575386
10703,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,Maize,Grevellea Robusta,2018-11-01,70,50,no,yes,no,no,no,no,no,yes,no,yes,no,no,0.368862962818728
7922,Eastern,Kayonza,yes,no,no,no,no,"",Yes,beans and banana,grevillea robusta,2018-11-01,10,1,no,no,no,no,yes,no,no,no,no,yes,no,yes,0.0853734411810335
27056,Eastern,Bugesera,yes,no,no,no,no,"",Yes,banana,spatodia,2018-09-01,1,1,no,no,no,yes,no,no,no,no,no,no,yes,yes,0.0162566848279266
14809,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,"maise, beans, bananaplant",grevillea robusta,2018-11-01,30,21,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,0.344162088939364
30750,Eastern,Kayonza,yes,no,no,no,no,"",No,"",grevallia robusta,2018-11-01,30,16,no,yes,yes,no,no,no,no,yes,no,no,no,no,0.136896918766984
36243,Eastern,Bugesera,yes,no,no,no,no,"",Yes,ibirayi,gereveria,2018-07-01,20,6,no,no,yes,no,no,no,no,yes,no,yes,no,no,0.0234598870656375
25567,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,cassava and potatoes,Grevillea Robusta/ Gereveliya,2018-11-01,10,5,no,yes,yes,no,no,no,no,yes,no,yes,no,no,0.0962604039002907
13581,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,"maize, soybean",grevillea robusta,2018-11-01,15,15,no,yes,yes,no,no,no,no,yes,no,yes,no,no,0.102034708646081
20290,Eastern,Kayonza,yes,no,no,no,no,"",Yes,banana,markamia rutea,2018-10-01,10,7,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,0.0384381191232849
12131,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"maize, groundnuts and Irish potatoes
",Grevillea robusta,2018-11-01,20,15,no,no,yes,no,no,no,no,yes,no,yes,no,no,0.132608256438746
23130,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,urutocye,glevirrea robusta,2018-11-01,10,7,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,0.0437134699793083
4635,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"Bananas, beans",Grevillea robusta,2018-11-01,5,3,no,no,no,yes,no,no,no,yes,no,yes,no,no,0.0552758224521767
15636,Eastern,Bugesera,yes,no,no,no,no,"","","",Greveriya,2018-09-01,100,50,no,yes,yes,no,no,no,no,no,no,no,no,yes,0.212148103909478
19289,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"igitoki, amateke,imyumbati",grevellia,2018-10-01,148,46,no,yes,yes,no,no,no,no,yes,no,yes,no,no,0.0587484173584629
604,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"Ibigori, Ubunyobwa, Imyumbati",Gereveliya,2018-11-01,20,4,no,no,yes,no,no,no,no,no,no,yes,no,no,0.120183660969683
4837,Eastern,Kayonza,yes,no,no,no,no,"",No,"",eucaryptus,2018-11-01,50,16,no,no,no,no,yes,yes,no,no,no,yes,no,no,0.0109662755203114
4308,Eastern,Bugesera,yes,no,no,no,no,"",No,"",Eucalyptus,2018-11-01,3500,3000,yes,no,no,no,no,no,no,yes,no,no,no,no,0.0663740561722923
26293,Eastern,Bugesera,yes,no,no,no,no,"",Yes,urutoki,gereveria,2018-09-01,20,15,no,yes,yes,no,no,no,no,no,no,yes,yes,no,0.110797014529114
9483,Eastern,Bugesera,yes,no,no,no,no,"",Yes,banana,orange,2018-12-01,5,1,no,no,no,yes,no,no,no,no,no,yes,no,yes,0.0143922141151251
3089,Eastern,Kayonza,yes,no,no,no,no,"",Yes,"sorghum,banana trees",Grevilea robusta,2018-10-01,10,1,no,yes,no,no,no,no,no,yes,no,no,no,no,0.0660283474974509
144,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"Cassava, Yarms, Banana Plantation and  Sweet Potatoes.",solanum betaseum,2018-11-01,5,5,no,yes,no,no,no,no,no,no,no,yes,no,yes,0.0741619963282547
10851,Eastern,Kayonza,yes,no,no,no,no,"",Yes,Banana trees,Gereveriya,2018-12-01,20,14,no,no,yes,no,no,no,no,no,no,yes,no,yes,0.132946208052473
13889,Eastern,Bugesera,yes,no,no,no,no,"",Yes,ibihaza,ipapayi,2018-11-01,4,2,no,no,no,yes,no,no,no,no,no,yes,no,no,0.0154013040978898
17020,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"ibisusa,urutoki",Ipapayi,2018-10-01,9,1,no,no,no,yes,no,no,no,no,no,yes,yes,yes,0.0917341335682211
30886,Eastern,Kayonza,yes,no,no,no,no,"",Yes,Banana,Senna spectablis,2018-10-01,40,6,no,no,yes,no,no,no,no,no,no,yes,no,no,0.034606771626386
8342,Eastern,Bugesera,no,no,no,yes,no,"",No,"",grevillea,2018-10-01,70,20,no,no,no,yes,no,no,no,no,no,yes,no,no,0.0434965585219896
27937,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"bananas ,cassava,yam",grevillea robusta,2018-11-01,50,43,no,no,yes,no,no,no,no,no,no,yes,no,no,0.0430247451335017
36398,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,Irish potatoes,grevillea robusta,2018-11-01,15,7,no,no,yes,no,no,no,no,no,no,yes,no,no,0.0121794367190457
21388,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"Tomatoes,cassava and banana",Grevillea robusta,2018-11-01,20,17,no,no,yes,no,no,no,no,yes,no,yes,no,no,0.0724599423300666
3060,Eastern,Kayonza,yes,no,no,no,no,"",Yes,cassava and maize,Grevillea robusta,2018-11-01,6,4,no,no,yes,no,no,no,no,no,no,yes,no,no,0.0257001098386791
2302,Eastern,Kayonza,yes,no,no,no,no,"",Yes,cassava,Grevillea robusta,2018-06-01,20,10,no,no,yes,no,yes,no,no,no,no,yes,no,yes,0.160422624078068
11750,Eastern,Bugesera,yes,no,no,no,no,"",No,"",Eucaryptus microcolus,2018-09-01,300,120,yes,no,no,no,no,no,no,yes,no,no,no,no,0.0459330216505273
26808,Eastern,Bugesera,yes,no,no,no,no,"",Yes,pumpkin maize,Persea Americana,2018-10-01,5,1,no,no,no,yes,no,no,no,yes,no,yes,no,yes,0.0155581176267143
11881,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,Banana tree and maize,Grevilea robusta,2018-11-01,32,18,no,yes,no,no,yes,no,no,yes,yes,no,no,no,1.08811933882225
31075,Eastern,Kayonza,yes,no,no,no,no,"",Yes,banana,umuhumuro,2018-09-01,6,6,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,0.208164336007716
25010,Eastern,Bugesera,yes,no,no,no,no,"",Yes,Insina+Ibigori+Imyumbati,Inturusu,2018-10-01,50,35,yes,no,no,no,no,no,no,no,no,yes,no,no,0.0147266438062324
34239,Eastern,Kayonza,no,no,no,yes,no,"",Yes,cassava,grevellea,2018-11-01,45,19,no,yes,no,no,no,no,no,yes,no,no,yes,yes,1.07620113274598
10998,Eastern,Kayonza,yes,no,no,no,no,"",Yes,beans,sena spectabulis,2018-12-01,10,5,no,no,yes,no,no,no,no,no,no,yes,no,no,0.0780404072880238
5874,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"maize, yam,soja, avocados cassava,bananas",grevillea robusta,2018-11-01,12,5,no,yes,no,yes,no,no,no,no,no,yes,no,no,0.0867458838346752
26255,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,"Banana, Sorghum, Sweet potatoes",Grevellea Robusta,2018-10-01,20,16,no,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,0.0743524442523176
10348,Eastern,Kayonza,yes,no,no,no,no,"",Yes,Beans,Grevillea robusta,2018-12-01,30,18,no,yes,yes,no,no,no,no,no,no,yes,no,yes,0.386756247549738
3543,Eastern,Bugesera,yes,no,no,no,no,"",Yes,tobacco,carica papaya,2018-11-01,7,5,no,yes,no,yes,no,no,no,no,no,no,no,yes,0.000544236112926435
23167,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"ibijumba,imyumbati,ibitocyi",Gereveriya,2018-10-01,7,4,no,no,yes,no,no,no,no,no,no,yes,no,no,0.080099666179746
30596,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"",gleveriya/gereveriya,2018-01-01,5,2,no,no,yes,no,no,no,no,no,no,no,no,yes,0.115162400042413
5539,Eastern,Kayonza,yes,no,no,no,no,"",Yes,banana crops,Grevillea robusta,2018-12-01,15,8,no,no,yes,no,no,no,no,yes,no,yes,no,yes,0.140012722087527
483,Eastern,Kayonza,yes,no,no,no,no,"",Yes,Beans,Grevillea robusta,2018-11-01,10,2,no,no,no,no,yes,no,no,yes,no,yes,no,no,0.0407606902120053
30903,Eastern,Gatsibo,yes,no,no,no,no,"",Yes,"banana,",grevillea Robusta,2018-11-01,2,2,no,no,yes,no,no,no,no,no,no,no,no,no,0.0288291923256206
15593,Eastern,Bugesera,yes,no,no,no,no,"",Yes,beans,avocado,2018-09-01,5,4,no,no,no,yes,yes,no,no,no,no,no,yes,yes,0.139652777697583
15064,Eastern,Kayonza,yes,no,no,no,no,"",Yes,sorghum,grevillea robusta,2018-09-01,100,80,no,yes,no,no,no,no,no,no,no,yes,no,no,0.597167463704109
20083,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,maize and banana,Grevillea Robusta,2018-11-01,40,38,no,no,yes,no,yes,no,no,yes,no,yes,no,no,3.27148259996335
4757,Eastern,Bugesera,yes,no,no,no,no,"",Yes,Sorghum,Eucalyptus Microcolis,2018-09-01,60,40,yes,no,no,no,no,no,no,yes,no,yes,no,no,0.303860138047732
30870,Eastern,Bugesera,yes,no,no,no,no,"",Yes,banana,mangifer indica,2018-10-01,7,1,no,no,no,no,yes,no,no,no,no,yes,no,yes,0.88946848138445
32313,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,Beans,Tree tomato,2018-10-01,2,1,no,yes,no,no,yes,no,no,no,no,no,no,yes,0.0582081167467554
27025,Eastern,Kayonza,yes,no,no,no,no,"",Yes,"Sweet potatoes, Beans",grevallia robusta,2018-11-01,25,2,no,no,no,no,yes,no,no,no,no,yes,no,yes,0.111797977006255
6190,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"beans, bananas",tamallilo,2018-10-01,5,3,no,no,no,no,yes,no,no,no,no,yes,no,no,0.0469433932114967
30684,Eastern,Nyagatare,yes,no,no,no,no,"",Yes,Banana plantation,Grevellea robusta,2018-10-01,50,40,no,no,no,no,yes,no,no,yes,no,yes,no,yes,0.22707359775643
22433,Eastern,Bugesera,yes,no,no,no,no,"",Yes,"imyumbati, amateke, ibigori, ibishyimbo",Grevillea robusta,2018-11-01,45,29,no,yes,yes,no,no,no,no,no,no,no,no,no,0.111050253811689
